label,message
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Ill be there on  &lt;#&gt;  ok.
ham,THIS IS A LONG FUCKIN SHOWR
ham,I have gone into get info bt dont know what to do
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,Howz pain?hope u r fine..
ham,Ya! when are ü taking ure practical lessons? I start in june..  
ham,He needs to stop going to bed and make with the fucking dealing
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,"Almost there, see u in a sec"
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,In which place i can get rooms cheap:-)
ham,Ü dun wan to watch infernal affair?
ham,Ü neva tell me how i noe... I'm not at home in da aft wat... 
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,You also didnt get na hi hi hi hi hi
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,"Aight yo, dats straight dogg"
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,Give me a sec to think think about it
ham,So when do you wanna gym harri
ham,Nan sonathaya soladha. Why boss?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Cps is causing the outages to conserve energy.
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,In that case I guess I'll see you at campus lodge
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Why do you ask princess?
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,Why are u up so early?
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Ard 6 like dat lor.
ham,Do u knw dis no. &lt;#&gt; ?
ham,Is that seriously how you spell his name?
ham,"I can't, I don't have her number!"
ham,Dear reached railway. What happen to you
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Anything lor if they all go then i go lor...
ham,Also where's the piece
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,No let me do the math. Your not good at it.
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,You call him and tell now infront of them. Call him now.
ham,Dont put your phone on silent mode ok
ham,Understand. his loss is my gain :) so do you work? School?
ham,We are both fine. Thanks
ham,Please dont say like that. Hi hi hi
ham,Msg me when rajini comes.
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,"Just dropped em off, omw back now"
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Anytime...
ham,See? I thought it all through
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Arms fine, how's Cardiff and uni? "
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Your bill at 3 is £33.65 so thats not bad!
ham,Hi..i got the money da:)
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,Guess he wants alone time. We could just show up and watch when they do..
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,How much did ur hdd casing cost.
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Not..tel software name..
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,"No, but you told me you were going, before you got drunk!"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,Indeed and by the way it was either or - not both !
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,I'm at work. Please call
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,Can. Dunno wat to get 4 her...
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Then she buying today? Ü no need to c meh...
ham,At home watching tv lor.
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,Do you want bold 2 or bb torch
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,Ya srsly better than yi tho
ham,"alright, I'll make sure the car is back tonight"
ham,I have to take exam with march 3
ham,Im done. Just studyn in library
ham,I've not sent it. He can send me.
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,Yup... How ü noe leh...
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Customer place i will call you.
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,Ok.ok ok..then..whats ur todays plan
ham,Ok
ham,Will be out of class in a few hours. Sorry
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Can ü send me a copy of da report?
ham,What time you thinkin of goin?
ham,I dont know exactly could you ask chechi.
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Yeah imma come over cause jay wants to do some drugs
ham,I want to go to perumbavoor
ham,How's ur paper?
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,When did dad get back.
ham,"Yo my trip got postponed, you still stocked up?"
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Hai priya are you right. What doctor said pa. Where are you.
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Lol boo I was hoping for a laugh
ham,Yo theres no class tmrw right?
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Remember to ask alex about his pizza
ham,Beauty sleep can help ur pimples too.
ham,"Sorry, I can't help you on this."
ham,Fine if thats the way u feel. Thats the way its gota b
ham,Good Morning plz call me sir
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Ok.ok ok..then..whats ur todays plan
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
ham,"That means you got an A in epi, she.s fine. She.s here now."
